CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
683,1,1,56.0,7,50911.21,3,0.0,0.0,97629.31
654,0,1,29.0,2,91955.61,1,1.0,0.0,37065.66
670,2,0,36.0,2,84266.44,2,0.0,0.0,38614.69
655,0,0,36.0,2,147149.59,1,1.0,1.0,87816.86
752,0,0,36.0,7,0.0,2,1.0,0.0,184866.86
534,0,0,23.0,5,104822.45,1,0.0,1.0,160176.47
635,0,1,42.0,1,146766.72,2,0.0,1.0,164357.1
491,2,1,70.0,6,148745.92,2,1.0,1.0,17818.33
516,0,1,27.0,9,0.0,1,1.0,0.0,142680.64
530,0,0,48.0,0,0.0,1,1.0,0.0,85081.09
687,1,1,35.0,3,0.0,2,1.0,1.0,176450.19
684,0,0,41.0,6,135203.81,2,1.0,1.0,121967.88
706,2,1,23.0,2,93301.97,2,0.0,1.0,127187.04
490,2,1,33.0,5,96341.0,2,0.0,0.0,108313.34
796,0,1,44.0,8,165326.2,1,1.0,1.0,57205.55
849,0,1,27.0,0,0.0,2,0.0,1.0,157891.86
779,0,0,41.0,10,99786.2,1,1.0,0.0,86927.53
794,1,0,22.0,4,114440.24,1,1.0,1.0,107753.07
748,1,1,36.0,4,141573.55,1,1.0,0.0,82158.14
663,1,0,22.0,9,0.0,1,1.0,0.0,29135.89
645,1,0,55.0,1,133676.65,1,0.0,1.0,17095.49
464,0,0,33.0,10,147493.7,2,1.0,0.0,100447.53
737,0,1,54.0,9,0.0,1,1.0,0.0,83470.4
590,0,0,29.0,4,0.0,2,1.0,0.0,121846.81
522,2,0,37.0,3,95022.57,1,1.0,1.0,129107.59
648,0,0,34.0,3,0.0,1,1.0,0.0,54726.43
754,0,1,37.0,6,0.0,1,1.0,1.0,116141.72
669,0,1,50.0,4,149713.61,3,1.0,1.0,124872.42
648,2,0,43.0,1,107963.38,1,0.0,0.0,186438.86
763,0,1,40.0,3,0.0,2,1.0,0.0,134281.11
790,1,1,32.0,3,0.0,1,1.0,0.0,91044.47
581,0,1,37.0,7,0.0,2,1.0,1.0,74320.75
703,0,1,43.0,8,0.0,2,1.0,0.0,9704.66
571,0,0,33.0,9,102017.25,2,0.0,0.0,128600.49
657,1,0,27.0,8,0.0,2,0.0,0.0,6468.24
737,0,1,44.0,7,0.0,2,0.0,0.0,57898.58
793,1,1,29.0,8,96674.55,2,0.0,0.0,192120.66
783,1,0,44.0,3,81811.71,1,1.0,0.0,164213.53
751,1,1,33.0,4,79281.61,1,1.0,0.0,117547.76
579,0,1,31.0,6,0.0,2,1.0,0.0,26149.25
655,2,0,36.0,10,122314.39,1,1.0,0.0,9181.66
614,2,1,43.0,8,140733.74,1,1.0,1.0,166588.76
678,2,1,49.0,2,116933.11,1,1.0,0.0,195053.58
562,1,1,41.0,5,165445.04,2,1.0,0.0,85787.31
711,2,0,53.0,5,123805.03,1,1.0,0.0,102428.51
620,0,1,37.0,0,107548.94,1,1.0,0.0,71175.94
437,0,1,49.0,9,111634.29,2,0.0,1.0,166440.32
691,2,0,41.0,8,109153.96,3,1.0,1.0,148848.76
552,1,0,34.0,4,0.0,2,1.0,0.0,140286.69
765,2,1,34.0,5,86055.17,2,1.0,1.0,104220.5
707,2,0,51.0,10,98438.23,1,0.0,0.0,70778.63
764,1,1,29.0,5,0.0,2,1.0,0.0,65868.28
585,0,0,32.0,8,144705.87,2,0.0,0.0,171482.56
784,0,1,31.0,7,0.0,2,1.0,1.0,143204.41
605,0,1,41.0,5,91612.91,1,1.0,1.0,28427.84
699,1,1,40.0,2,0.0,1,1.0,0.0,78387.32
544,0,0,40.0,7,0.0,1,0.0,1.0,161076.92
803,0,0,32.0,9,192122.84,1,1.0,1.0,54277.45
735,0,1,41.0,7,179904.0,1,1.0,1.0,137180.95
673,0,1,59.0,0,178058.06,2,0.0,1.0,21063.71
652,0,1,30.0,2,176166.56,2,1.0,1.0,152210.81
694,0,1,42.0,3,156864.2,2,0.0,0.0,88890.75
741,0,0,44.0,7,0.0,2,1.0,1.0,190534.76
590,1,1,30.0,3,0.0,2,1.0,0.0,83090.35
809,1,0,33.0,3,0.0,2,0.0,1.0,141426.78
523,0,1,34.0,2,161588.89,1,1.0,1.0,51358.66
540,0,1,48.0,2,109349.29,1,1.0,0.0,88703.04
596,1,0,29.0,6,0.0,2,1.0,0.0,116696.77
597,0,0,36.0,9,0.0,2,1.0,1.0,7156.09
407,1,1,37.0,1,0.0,1,1.0,1.0,49161.12
748,0,1,60.0,0,152335.7,1,1.0,0.0,126743.33
562,0,0,51.0,1,124662.54,1,1.0,1.0,65390.46
734,2,0,47.0,10,91522.04,2,1.0,1.0,138835.91
710,0,1,45.0,1,0.0,2,1.0,1.0,36154.66
539,1,0,39.0,6,62052.28,1,0.0,1.0,59755.14
542,0,1,32.0,7,107871.72,1,1.0,0.0,125302.64
717,0,0,36.0,2,99472.76,2,1.0,0.0,94274.72
682,1,0,50.0,10,128039.01,1,1.0,1.0,102260.16
515,0,1,33.0,2,0.0,2,1.0,1.0,136028.97
526,1,0,33.0,8,114634.63,2,1.0,0.0,110114.38
702,0,1,26.0,5,56738.47,2,1.0,1.0,100442.22
651,2,1,34.0,2,90355.12,2,0.0,0.0,193597.94
792,2,1,36.0,5,115725.24,2,0.0,0.0,1871.25
817,2,1,58.0,3,114327.59,2,1.0,1.0,42831.11
674,2,0,36.0,6,100762.64,1,1.0,0.0,182156.86
641,0,0,40.0,9,0.0,1,0.0,0.0,151648.66
513,1,1,39.0,7,89039.9,2,1.0,1.0,146738.83
561,0,1,34.0,1,78829.53,1,1.0,1.0,12148.2
627,2,1,30.0,6,112372.96,1,1.0,1.0,118029.09
682,2,1,81.0,6,122029.15,1,1.0,1.0,50783.88
683,0,0,29.0,0,157829.12,1,0.0,0.0,129891.66
420,2,0,31.0,1,108377.75,2,1.0,1.0,9904.63
670,0,0,54.0,2,95507.12,1,1.0,1.0,63213.31
505,2,1,43.0,6,127146.68,1,0.0,0.0,137565.87
580,2,1,24.0,1,133811.78,1,1.0,0.0,17185.95
577,0,1,36.0,3,121092.47,2,0.0,1.0,143783.46
773,2,1,34.0,10,126979.75,1,0.0,0.0,36823.28
616,0,1,37.0,5,144235.73,2,0.0,0.0,154957.66
763,0,0,38.0,0,152582.2,2,0.0,0.0,31892.82
640,1,1,43.0,9,172478.15,1,1.0,0.0,191084.4
592,0,1,36.0,1,126477.42,1,0.0,0.0,179718.17
528,1,1,43.0,7,97473.87,2,1.0,1.0,159823.16
630,0,1,53.0,5,138053.67,1,0.0,1.0,114110.97
529,0,0,31.0,2,164003.05,2,1.0,1.0,60993.23
546,0,0,47.0,8,0.0,1,1.0,1.0,66408.01
753,0,0,62.0,6,0.0,2,1.0,1.0,136398.9
772,1,0,39.0,4,122486.11,2,1.0,1.0,140709.25
567,0,1,36.0,1,0.0,2,0.0,0.0,8555.73
628,2,0,45.0,6,53667.44,1,1.0,0.0,115022.94
658,0,1,20.0,7,0.0,2,0.0,0.0,187638.34
679,1,1,58.0,9,109327.65,1,1.0,1.0,3829.13
629,1,1,34.0,1,121151.05,1,0.0,0.0,119357.93
731,1,1,42.0,9,101043.63,1,1.0,1.0,192175.52
775,2,1,33.0,3,83501.66,2,1.0,0.0,128841.31
660,1,1,33.0,2,80462.24,1,0.0,0.0,150422.35
752,0,1,39.0,3,0.0,1,1.0,0.0,188187.05
655,0,1,37.0,6,109093.41,2,1.0,0.0,1775.52
543,1,0,46.0,5,140355.6,1,1.0,1.0,85086.78
811,0,1,42.0,10,0.0,2,1.0,1.0,3797.79
689,2,1,45.0,0,130170.82,2,1.0,0.0,150856.38
531,0,0,42.0,2,0.0,2,0.0,1.0,90537.47
515,0,1,40.0,0,109542.29,1,1.0,1.0,166370.81
466,0,0,41.0,3,33563.95,2,1.0,0.0,178994.13
782,0,1,36.0,1,148795.17,2,1.0,1.0,195681.43
611,0,1,64.0,9,0.0,2,1.0,1.0,53277.15
621,2,1,40.0,8,174126.75,3,1.0,0.0,172490.78
604,1,1,41.0,3,0.0,1,0.0,0.0,11819.84
655,1,0,35.0,1,106405.03,1,1.0,1.0,82900.25
689,1,1,38.0,2,0.0,1,1.0,1.0,82709.8
681,1,1,30.0,2,128393.29,1,1.0,1.0,180593.45
643,2,1,41.0,2,127841.52,1,1.0,0.0,172363.41
617,0,0,24.0,4,137295.19,2,1.0,1.0,91195.12
638,1,0,55.0,2,155828.22,1,0.0,1.0,108987.25
743,0,1,39.0,6,0.0,2,1.0,0.0,44265.28
828,2,0,25.0,7,144351.86,1,1.0,0.0,116613.26
776,1,1,35.0,8,106365.29,1,1.0,1.0,148527.56
540,2,1,35.0,7,127801.88,1,0.0,1.0,84239.46
616,2,0,45.0,4,122793.96,1,1.0,1.0,62002.04
628,2,1,38.0,10,113525.84,1,1.0,0.0,46044.48
667,1,0,23.0,6,136100.69,2,0.0,0.0,169669.33
615,0,1,30.0,7,0.0,2,1.0,1.0,156346.84
543,0,1,30.0,4,140916.81,1,1.0,0.0,157711.18
553,0,0,31.0,4,0.0,2,1.0,1.0,89087.4
554,2,1,26.0,4,121365.39,1,1.0,1.0,8742.36
684,1,0,36.0,4,0.0,1,1.0,0.0,117038.96
452,0,0,35.0,7,0.0,2,1.0,0.0,164241.67
606,0,1,47.0,3,93578.68,2,0.0,1.0,137720.56
629,0,1,40.0,9,0.0,1,1.0,0.0,106.67
659,1,0,33.0,8,115409.6,1,0.0,1.0,1539.21
493,0,0,33.0,8,90791.69,1,1.0,1.0,59659.53
794,0,0,62.0,9,123681.32,3,1.0,0.0,173586.63
554,0,0,44.0,6,92436.86,1,1.0,0.0,126033.9
796,2,0,52.0,9,167194.36,1,1.0,1.0,62808.93
807,0,0,36.0,4,0.0,2,0.0,1.0,147007.33
500,2,1,44.0,9,160838.13,2,1.0,0.0,196261.64
722,1,1,43.0,1,0.0,1,1.0,0.0,44560.17
559,1,0,40.0,7,144470.77,1,1.0,1.0,18917.95
584,1,0,38.0,3,0.0,2,1.0,1.0,4525.4
834,2,0,68.0,9,130169.27,2,0.0,1.0,93112.2
754,1,1,35.0,4,0.0,2,1.0,1.0,9658.41
590,0,1,43.0,7,81076.8,2,1.0,1.0,182627.25
740,0,1,36.0,7,0.0,1,1.0,1.0,13177.4
502,2,0,57.0,3,101465.31,1,1.0,0.0,43568.31
733,0,1,48.0,5,0.0,1,0.0,1.0,117830.57
755,2,0,37.0,0,113865.23,2,1.0,1.0,117396.25
554,1,0,46.0,7,87603.35,3,0.0,1.0,96929.24
534,0,1,36.0,4,120037.96,1,1.0,0.0,36275.94
656,1,1,33.0,4,0.0,2,1.0,0.0,116706.0
575,2,1,49.0,7,121205.15,4,1.0,1.0,168080.53
480,1,1,47.0,8,75408.33,1,1.0,0.0,25887.89
575,0,1,40.0,5,0.0,2,1.0,1.0,122488.59
672,0,0,40.0,3,0.0,1,1.0,0.0,113171.61
758,1,0,35.0,5,0.0,2,0.0,0.0,100365.51
682,0,1,50.0,6,121818.84,2,0.0,1.0,124151.37
501,0,0,29.0,8,0.0,2,1.0,0.0,112664.24
746,2,1,34.0,6,141806.0,2,1.0,1.0,183494.87
556,0,0,51.0,8,61354.14,1,1.0,0.0,198810.65
823,2,0,53.0,4,124954.94,1,0.0,1.0,131259.6
491,2,0,68.0,1,95039.12,1,0.0,1.0,116471.14
638,0,0,29.0,9,103417.74,1,1.0,1.0,15336.4
734,0,1,45.0,2,0.0,2,1.0,0.0,99593.28
555,0,1,40.0,10,43028.77,1,1.0,0.0,170514.21
745,2,0,44.0,0,119638.21,1,1.0,1.0,34265.08
728,0,1,37.0,3,122689.51,2,0.0,0.0,106977.53
626,0,1,44.0,10,0.0,2,0.0,0.0,164287.86
681,2,1,37.0,8,73179.34,2,1.0,1.0,25292.53
478,0,0,38.0,4,171913.87,1,1.0,0.0,51820.87
709,0,1,38.0,5,0.0,2,1.0,1.0,81452.29
562,2,1,33.0,8,92659.2,2,1.0,0.0,1354.25
769,2,0,34.0,7,137239.17,1,1.0,1.0,71379.92
684,2,0,46.0,3,102955.14,2,1.0,0.0,154137.33
536,0,0,61.0,8,65190.29,1,1.0,1.0,64308.49
631,2,0,29.0,2,96863.52,2,1.0,1.0,31613.35
657,1,1,34.0,5,154983.98,1,1.0,0.0,27738.01
699,2,1,59.0,3,106819.65,1,0.0,1.0,163570.25
606,1,1,38.0,7,128578.52,1,1.0,1.0,193878.51
612,0,0,63.0,2,126473.33,1,0.0,1.0,147545.65
660,0,0,38.0,5,110570.78,2,1.0,0.0,195906.59
829,1,1,50.0,7,0.0,2,0.0,1.0,178458.86
567,1,1,29.0,8,0.0,2,1.0,0.0,156125.72
850,0,0,33.0,3,0.0,2,1.0,1.0,11159.19
712,1,0,44.0,2,0.0,2,0.0,0.0,45738.94
562,0,1,30.0,3,111099.79,2,0.0,0.0,140650.19
755,0,0,29.0,3,0.0,3,1.0,0.0,4733.94
793,1,1,25.0,3,100913.57,1,0.0,0.0,10579.72
471,1,1,26.0,8,0.0,2,1.0,1.0,179655.87
707,0,1,42.0,2,16893.59,1,1.0,1.0,77502.56
784,1,1,38.0,10,122267.85,1,0.0,0.0,145759.93
703,0,1,32.0,1,125685.79,1,1.0,1.0,56246.72
704,1,1,36.0,8,127397.34,1,1.0,0.0,151335.24
662,0,1,38.0,0,105271.56,1,0.0,1.0,179833.45
636,2,0,28.0,2,115265.14,1,0.0,0.0,191627.85
640,1,1,36.0,4,0.0,1,0.0,0.0,173016.46
739,1,1,31.0,1,0.0,2,1.0,1.0,58469.75
767,2,1,23.0,2,139542.82,1,0.0,1.0,28038.28
753,2,0,46.0,3,111512.75,3,1.0,0.0,159576.75
714,0,1,37.0,9,148466.93,2,0.0,1.0,151280.96
707,0,1,29.0,4,0.0,2,1.0,0.0,139953.94
577,0,0,35.0,4,108155.49,1,1.0,0.0,105407.79
633,0,0,42.0,1,0.0,2,1.0,0.0,56865.62
849,2,1,41.0,10,84622.13,1,1.0,1.0,198072.16
614,1,0,41.0,7,146997.64,2,0.0,0.0,137791.18
558,0,0,47.0,9,0.0,2,1.0,0.0,103787.28
832,0,0,27.0,10,98590.25,1,1.0,0.0,30912.89
567,0,0,26.0,2,0.0,2,1.0,1.0,78651.55
587,2,0,45.0,8,134980.74,1,1.0,1.0,123309.57
712,1,0,79.0,5,108078.56,1,1.0,1.0,174118.93
655,1,0,29.0,9,0.0,2,0.0,1.0,85736.26
641,0,0,42.0,6,0.0,2,0.0,0.0,121138.77
676,0,1,35.0,5,106836.67,2,1.0,0.0,84199.78
472,0,1,29.0,8,102490.27,1,0.0,1.0,181224.56
644,2,1,34.0,9,112746.54,2,0.0,0.0,141230.07
598,0,1,38.0,0,125487.89,1,0.0,0.0,158111.71
792,1,1,25.0,8,142862.21,1,1.0,1.0,130639.01
700,0,0,37.0,7,0.0,2,1.0,0.0,17040.82
616,0,1,34.0,10,0.0,2,1.0,0.0,25662.27
743,1,1,35.0,6,79388.33,1,1.0,1.0,193360.69
427,0,1,37.0,5,0.0,2,1.0,1.0,121485.1
731,0,1,29.0,10,0.0,2,1.0,1.0,162452.65
610,0,0,31.0,6,107784.65,1,1.0,1.0,141137.53
724,1,0,41.0,4,142880.28,3,0.0,0.0,185541.2
653,1,0,38.0,9,149571.94,1,1.0,0.0,118383.18
774,0,1,49.0,1,142767.39,1,1.0,1.0,8214.41
547,2,1,49.0,8,121537.71,2,1.0,0.0,46521.45
719,1,1,50.0,2,0.0,2,0.0,0.0,10772.13
740,1,1,43.0,9,0.0,1,1.0,0.0,199290.68
543,0,1,42.0,4,89838.71,3,1.0,0.0,85983.54
688,2,1,45.0,9,103399.87,1,0.0,0.0,129870.93
474,0,0,30.0,9,0.0,2,0.0,0.0,63158.22
505,2,1,43.0,5,136855.94,2,1.0,0.0,171070.52
688,0,0,39.0,0,0.0,2,1.0,0.0,53222.15
650,2,0,55.0,2,140891.46,3,1.0,1.0,179834.45
610,0,1,37.0,0,0.0,1,1.0,0.0,114514.64
705,1,0,46.0,5,89364.91,1,0.0,1.0,139162.15
669,0,0,29.0,7,146011.4,1,0.0,0.0,50249.16
650,1,1,20.0,8,0.0,2,1.0,1.0,113469.65
550,2,1,29.0,9,145294.08,2,1.0,0.0,147484.13
595,2,0,45.0,9,106000.12,1,0.0,0.0,191448.96
572,1,0,26.0,5,0.0,2,1.0,0.0,119381.41
622,1,0,58.0,2,0.0,2,1.0,1.0,33277.31
662,1,1,20.0,9,104508.77,2,0.0,0.0,73107.53
783,2,0,58.0,3,127539.3,1,1.0,1.0,96590.39
714,1,1,44.0,7,0.0,1,0.0,1.0,6923.11
671,2,1,51.0,3,96891.46,1,1.0,0.0,176403.33
600,0,0,32.0,1,78535.25,1,1.0,0.0,64349.6
847,1,0,37.0,9,112712.17,1,1.0,0.0,116097.26
650,1,1,55.0,9,119618.42,1,1.0,1.0,29861.13
710,1,0,28.0,6,0.0,1,1.0,0.0,48426.98
682,0,0,33.0,8,74963.5,1,1.0,1.0,32770.56
642,0,1,26.0,1,138023.79,2,0.0,1.0,117060.2
536,1,0,28.0,4,0.0,1,1.0,1.0,136197.65
754,0,0,47.0,1,185513.67,1,1.0,0.0,27438.83
678,0,1,60.0,8,185648.56,1,0.0,0.0,192156.54
533,2,0,49.0,1,102286.6,3,1.0,0.0,69409.37
741,2,1,38.0,4,128015.83,1,1.0,0.0,58440.43
757,0,1,31.0,10,39539.39,2,0.0,0.0,192519.39
721,0,1,40.0,3,0.0,1,1.0,1.0,144874.67
700,0,1,37.0,3,77608.46,2,1.0,1.0,175373.46
663,0,1,26.0,5,141462.13,1,1.0,0.0,440.2
677,1,0,35.0,0,0.0,2,0.0,0.0,76637.38
655,0,1,27.0,2,131691.33,1,1.0,0.0,49480.66
832,1,1,29.0,8,93833.86,1,0.0,1.0,10417.87
721,1,0,46.0,7,137933.39,1,1.0,1.0,67976.57
542,1,1,54.0,8,105770.14,1,0.0,1.0,140929.98
654,1,0,54.0,5,0.0,2,0.0,1.0,47139.06
821,1,0,38.0,8,0.0,2,0.0,1.0,126241.4
508,0,0,38.0,3,166328.65,2,0.0,1.0,22614.19
588,2,0,42.0,2,164307.77,1,1.0,0.0,48498.19
691,2,1,38.0,9,163965.69,2,0.0,1.0,103511.26
664,0,1,40.0,7,125608.72,1,1.0,0.0,122073.48
439,0,0,66.0,9,0.0,1,1.0,0.0,65535.56
479,1,1,37.0,6,118433.94,1,0.0,1.0,160060.9
850,0,0,55.0,10,98488.08,1,1.0,0.0,155879.57
518,0,1,40.0,4,0.0,2,0.0,1.0,194416.58
717,2,0,64.0,10,98362.35,2,1.0,1.0,21630.21
698,0,0,51.0,6,144237.91,4,1.0,0.0,157143.61
850,0,1,34.0,6,0.0,1,0.0,1.0,52796.31
700,1,1,47.0,4,0.0,1,1.0,0.0,121798.52
626,0,0,29.0,4,105767.28,2,0.0,0.0,41104.82
774,1,1,32.0,9,0.0,2,1.0,0.0,10604.48
719,1,0,48.0,5,0.0,2,0.0,0.0,78563.66
646,1,1,31.0,2,0.0,1,1.0,1.0,170821.43
485,0,0,25.0,3,134467.26,1,1.0,1.0,113266.09
784,2,1,38.0,1,138515.02,1,1.0,1.0,171768.76
850,2,1,32.0,2,128647.98,2,0.0,0.0,54416.18
669,0,0,38.0,9,121858.98,1,1.0,0.0,130755.34
731,1,1,70.0,3,0.0,2,1.0,1.0,141180.66
721,0,0,49.0,1,120108.56,1,0.0,1.0,183421.76
515,0,0,37.0,0,196853.62,1,1.0,1.0,132770.11
774,0,0,35.0,3,121418.62,1,1.0,1.0,24400.37
585,1,1,36.0,10,0.0,2,1.0,1.0,180318.6
695,0,0,29.0,9,0.0,2,1.0,0.0,111565.45
729,2,0,42.0,4,97495.8,2,0.0,0.0,2002.5
713,0,0,42.0,3,0.0,2,0.0,0.0,82565.01
555,1,1,33.0,5,127343.4,1,0.0,1.0,121789.3
699,1,0,50.0,0,158633.61,1,1.0,0.0,193785.87
587,0,1,55.0,9,0.0,1,1.0,0.0,64593.07
762,1,0,69.0,9,183744.98,1,1.0,1.0,196993.69
510,0,1,44.0,6,0.0,2,1.0,1.0,175518.31
842,1,1,46.0,9,0.0,1,0.0,0.0,17268.02
608,0,1,31.0,7,79962.92,2,1.0,0.0,60901.72
850,0,0,36.0,10,0.0,2,1.0,1.0,100750.03
642,0,1,36.0,4,0.0,2,1.0,1.0,195224.91
850,0,1,33.0,7,140956.99,1,0.0,0.0,3510.18
455,1,0,43.0,6,0.0,1,1.0,1.0,81250.79
726,0,1,29.0,7,0.0,2,1.0,1.0,91844.14
544,1,1,30.0,8,145241.63,1,1.0,1.0,80676.83
651,2,1,31.0,7,138008.06,2,1.0,0.0,129912.74
814,0,0,31.0,4,0.0,2,1.0,1.0,142029.17
537,0,1,39.0,2,0.0,2,1.0,1.0,137651.6
553,0,1,37.0,2,0.0,2,1.0,0.0,33877.29
800,1,1,38.0,9,0.0,1,1.0,0.0,78744.39
791,0,1,34.0,7,0.0,2,1.0,0.0,96734.46
699,1,0,29.0,9,127570.93,2,1.0,0.0,164756.81
756,0,0,28.0,6,0.0,1,1.0,1.0,164394.65
591,1,0,27.0,5,107812.67,1,0.0,1.0,162501.83
850,2,1,22.0,7,91560.58,2,0.0,0.0,10541.38
760,2,1,34.0,6,121303.77,2,1.0,1.0,59325.21
569,1,1,43.0,8,161546.68,2,0.0,1.0,178187.28
661,1,0,35.0,5,128415.45,1,1.0,0.0,142626.49
670,0,0,31.0,2,57530.06,1,1.0,1.0,181893.31
694,0,1,38.0,1,0.0,2,0.0,1.0,156858.2
728,0,0,28.0,4,142243.54,2,1.0,0.0,33074.51
764,2,0,39.0,9,138341.51,1,1.0,0.0,50072.94
639,0,1,32.0,9,0.0,2,1.0,0.0,111340.36
683,0,0,30.0,2,0.0,2,0.0,1.0,100496.84
663,1,1,30.0,4,0.0,3,1.0,0.0,101371.05
826,1,1,41.0,5,146466.46,2,0.0,0.0,180934.67
735,1,1,36.0,5,0.0,2,1.0,0.0,105152.17
682,0,0,58.0,1,0.0,1,1.0,1.0,706.5
663,0,0,39.0,8,0.0,2,1.0,1.0,101168.9
562,1,0,29.0,9,120307.58,1,1.0,1.0,6795.61
696,0,1,27.0,4,87637.26,2,0.0,0.0,196111.35
850,1,1,38.0,2,94652.04,1,1.0,1.0,171960.76
719,0,0,22.0,7,114415.84,1,1.0,1.0,177497.4
804,0,0,71.0,8,0.0,2,0.0,1.0,147995.96
604,0,1,40.0,1,84315.02,1,0.0,0.0,36209.1
782,1,0,27.0,3,0.0,2,1.0,0.0,143614.01
512,2,1,42.0,9,93955.83,2,1.0,0.0,14828.54
569,0,1,36.0,1,67087.69,1,1.0,0.0,154775.7
597,2,0,22.0,6,101528.61,1,1.0,0.0,70529.0
753,2,1,30.0,1,110824.52,1,1.0,1.0,57896.27
430,0,0,33.0,8,0.0,1,1.0,1.0,69759.91
756,0,1,28.0,8,179960.2,1,1.0,0.0,89938.08
493,0,1,38.0,3,134006.77,1,1.0,0.0,89578.32
777,2,0,37.0,10,121532.17,2,1.0,1.0,73464.88
779,1,0,38.0,7,0.0,2,1.0,1.0,138542.87
702,1,0,38.0,2,0.0,1,1.0,1.0,161888.63
551,0,1,35.0,7,129717.3,2,0.0,0.0,86937.2
749,2,1,22.0,4,94762.16,2,1.0,1.0,42241.54
742,2,1,55.0,5,155196.17,1,0.0,1.0,121207.66
752,2,1,29.0,4,129514.99,1,1.0,1.0,102930.46
740,2,0,57.0,3,113386.36,2,1.0,1.0,65121.63
576,0,1,24.0,3,0.0,1,0.0,1.0,78498.04
637,1,1,43.0,3,172196.23,1,1.0,1.0,104769.96
724,0,1,28.0,5,97612.12,1,1.0,1.0,96498.14
685,0,1,20.0,4,104719.94,2,1.0,0.0,38691.34
625,0,0,38.0,7,0.0,1,1.0,0.0,164804.02
571,2,1,37.0,9,139592.98,3,1.0,0.0,104152.65
584,1,0,29.0,4,0.0,2,1.0,0.0,88866.92
550,0,0,22.0,7,139096.85,1,1.0,0.0,129890.94
662,1,0,72.0,7,140301.72,1,0.0,1.0,179258.67
803,1,1,43.0,3,0.0,1,1.0,0.0,72051.44
615,0,1,66.0,7,0.0,2,1.0,1.0,74580.8
481,1,1,39.0,1,111233.09,1,1.0,1.0,123995.15
701,0,1,23.0,3,0.0,2,1.0,0.0,38960.59
751,0,1,29.0,10,147737.63,1,0.0,1.0,94951.27
675,0,1,35.0,8,0.0,2,1.0,1.0,56642.97
733,2,1,40.0,5,125725.02,2,1.0,1.0,50783.1
822,0,1,38.0,6,128289.7,3,1.0,0.0,9149.96
559,0,0,46.0,5,0.0,1,1.0,0.0,21006.1
731,2,0,49.0,4,88826.07,1,1.0,1.0,33759.41
678,0,0,41.0,1,143443.61,1,1.0,0.0,196622.28
645,0,0,68.0,9,0.0,4,1.0,1.0,176353.87
701,0,1,29.0,2,0.0,2,1.0,0.0,176943.59
554,1,1,26.0,8,149134.46,1,1.0,1.0,177966.24
723,0,1,30.0,3,124119.54,1,1.0,0.0,162198.32
766,2,1,44.0,3,116822.7,1,0.0,0.0,197643.24
597,0,0,24.0,1,103219.47,1,1.0,0.0,60420.07
574,0,1,41.0,1,0.0,2,0.0,0.0,70550.0
655,2,0,40.0,0,81954.6,1,1.0,1.0,198798.44
780,2,0,37.0,10,95196.26,1,1.0,0.0,126310.39
672,1,1,43.0,5,0.0,2,1.0,1.0,64515.5
717,0,1,38.0,7,0.0,2,1.0,1.0,158580.05
521,0,0,32.0,2,136555.01,2,1.0,1.0,129353.21
633,0,1,59.0,5,0.0,1,1.0,1.0,137273.97
669,0,1,39.0,3,119452.03,1,1.0,1.0,171575.54
740,0,1,44.0,9,0.0,1,0.0,1.0,96528.0
462,2,0,24.0,9,69881.09,2,0.0,1.0,64421.02
619,0,1,39.0,5,0.0,2,1.0,1.0,158444.61
665,0,0,44.0,7,0.0,2,1.0,1.0,66548.58
655,1,0,27.0,9,0.0,2,0.0,0.0,108008.05
463,1,1,20.0,8,204223.03,1,1.0,0.0,128268.39
799,0,0,63.0,1,110314.21,2,1.0,0.0,37464.0
713,1,0,48.0,1,163760.82,1,0.0,0.0,157381.14
807,2,0,31.0,1,141069.18,3,1.0,1.0,194257.11
728,0,1,38.0,1,115934.74,1,1.0,1.0,139059.05
582,0,1,52.0,2,151457.88,1,0.0,1.0,40893.61
704,2,0,35.0,3,154206.07,2,1.0,1.0,40261.49
714,0,0,26.0,9,89928.99,1,1.0,0.0,46203.31
628,0,1,30.0,8,89182.09,1,1.0,1.0,13126.9
809,2,1,41.0,1,79706.25,2,1.0,0.0,165675.01
547,1,0,44.0,5,0.0,3,0.0,0.0,5459.07
560,0,0,27.0,5,0.0,2,1.0,0.0,131919.48
811,0,1,31.0,7,117799.28,1,1.0,1.0,182372.35
584,0,1,26.0,4,0.0,2,1.0,0.0,147600.54
691,0,1,28.0,1,0.0,2,0.0,0.0,92865.41
680,2,1,34.0,6,146422.22,1,1.0,0.0,67142.97
588,2,1,33.0,9,150186.22,2,1.0,1.0,65611.01
721,2,1,40.0,6,100275.88,1,1.0,0.0,138564.48
850,0,1,47.0,6,0.0,1,1.0,0.0,187391.02
529,0,1,32.0,9,147493.89,1,1.0,0.0,33656.35
622,0,1,43.0,8,0.0,2,1.0,0.0,100618.17
683,0,0,42.0,8,0.0,2,0.0,1.0,198134.9
575,0,1,29.0,4,121823.4,2,1.0,1.0,50368.87
577,1,0,40.0,1,0.0,2,1.0,1.0,108787.0
510,2,1,31.0,0,113688.63,1,1.0,0.0,33099.41
652,1,0,40.0,7,100471.34,1,1.0,1.0,124550.88
569,2,0,28.0,3,100032.52,1,1.0,0.0,5159.21
687,1,1,31.0,3,0.0,2,0.0,0.0,48228.1
